ens,flag,m2200,mmax,t0,tau,m2200 scaled,mmax scaled
1.0,0,0.686392286473126,0.7236481688312324,158.797070164698,14.141328186101,34.3196143236563,36.18240844156162
2.0,0,0.273333214204646,0.7176499474041975,219.215618756282,40.5250152857936,13.6666607102323,35.882497370209876
3.0,0,0.916130036453863,1.2368506936138601,120.054043128954,64.4731359972977,45.80650182269315,61.84253468069301
4.0,0,0.76187676096794,1.0850101993639782,149.356917434807,53.7367050278592,38.093838048397,54.25050996819891
5.0,0,0.423805537405673,0.5880081978386897,189.920307939409,10.6306428056245,21.19027687028365,29.400409891934487
6.0,0,0.52431592993491,0.597801822115116,125.586988543647,37.1495861121491,26.215796496745504,29.8900911057558
7.0,0,0.161348758083992,0.3784094190507403,213.942102969539,59.8513675628657,8.067437904199599,18.920470952537016
8.0,0,0.34001837866768,0.3817551928239027,101.927376871864,44.4749929487766,17.000918933384,19.087759641195134
9.0,0,0.970622523822145,2.4592726260982545,208.777097240116,20.5268799874563,48.53112619110725,122.96363130491272
10.0,0,0.0711588149181005,0.07869419702387859,140.30064192492,26.5228405870275,3.557940745905025,3.9347098511939294
11.0,0,0.739342387699785,1.3021572549439497,170.182633082928,70.8586799273727,36.96711938498925,65.10786274719749
12.0,0,0.456705696500967,0.4931184353483786,117.196482619685,32.3751023655355,22.835284825048348,24.65592176741893
13.0,0,0.857781042547977,2.191872892982474,224.049306435419,72.6230489175558,42.889052127398855,109.59364464912369
14.0,0,0.194743236650406,0.28099042241478855,155.794600452927,50.3579954678453,9.7371618325203,14.049521120739428
15.0,0,0.619725892043827,0.9454380601175671,185.672534402882,22.2605079948856,30.98629460219135,47.27190300587836
16.0,0,0.87862316933768,1.050283764101323,134.103785313734,39.4148086686334,43.931158466884,52.51418820506615
17.0,0,0.311027021579393,0.5500006252407275,174.662649181251,66.218859498534,15.551351078969649,27.500031262036373
18.0,0,0.647841167983853,0.8002280253128902,110.078013875091,55.9691950465587,32.39205839919265,40.01140126564451
19.0,0,0.0416693230612809,0.07968466307943345,198.436701177496,17.0308675212709,2.083466153064045,3.9842331539716724
20.0,0,0.137321545378318,0.18823364670993215,165.226799317959,34.6420048954446,6.8660772689159,9.411682335496607
21.0,0,0.548156183752637,0.8032639125906371,143.280219054475,62.7395156189556,27.407809187631848,40.163195629531856
22.0,0,0.398871066349658,0.8479262713115077,203.966297486161,52.6249213694023,19.943553317482902,42.39631356557538
23.0,0,0.786746377556742,0.7871059036403949,104.807817855061,12.3769515668307,39.3373188778371,39.355295182019745
24.0,0,0.715513602129556,1.7649447667542972,211.069290208095,29.0313091997716,35.7756801064778,88.24723833771486
25.0,0,0.0951669138779435,0.13655071764219429,130.405423970609,67.9696444752432,4.758345693897175,6.827535882109714
26.0,0,0.945733748776995,1.6766169947288745,186.933106313728,45.585703206784,47.286687438849754,83.83084973644372
27.0,0,0.364964392488721,0.3970093447958334,154.305119252396,18.7816446266997,18.24821962443605,19.85046723979167
28.0,0,0.12289814045273,0.24763778345800347,194.137123609323,66.4657433578406,6.1449070226365,12.381889172900173
29.0,0,0.687786202029812,0.7677283853047356,114.629300873039,38.661868447796,34.3893101014906,38.38641926523678
30.0,0,0.352619675419459,0.4122285490700506,171.149010373887,16.2301550466923,17.63098377097295,20.61142745350253
31.0,0,0.958082292321299,1.3102717194908564,137.36569513178,56.2638509174132,47.90411461606495,65.51358597454282
32.0,0,0.544846199008648,1.0296429538436769,181.136402325097,72.3780129926875,27.242309950432396,51.482147692183844
33.0,0,0.140635334242092,0.18326022298765565,160.109392551299,33.1301617772425,7.0317667121046,9.163011149382783
34.0,0,0.805931445975998,2.790014612158984,220.772237971582,23.0630296529836,40.2965722987999,139.5007306079492
35.0,0,0.379689802050187,0.4661650535501849,120.694903171223,50.0654975387792,18.984490102509348,23.308252677509245
36.0,0,0.284058332864587,0.4456689766618638,149.997926502165,68.7703408439712,14.202916643229349,22.28344883309319
37.0,0,0.905588061384454,1.5802509775005547,191.476778129619,28.7366682238015,45.2794030692227,79.01254887502773
38.0,0,0.0527619817282203,0.053785150092835465,126.899400345302,18.5347759044708,2.638099086411015,2.6892575046417733
